Taxonomy	Last.taxonomic.level	Species.found.in.Metatranscriptomic.dataset.(Monjot.et.al.2023)	Trophic.modes	Type_1	Type_2	Description_of_mixotrophy	Description_of_endophytic_interaction	Description_of_biotic_interaction_and_pathology	Host.symbiont	References_1	References_2	References_3	References_4	Retained_in_the_analysis
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Alismatales/f_Araceae/g_Anthurium	Anthurium	Anthurium amnicola	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Alismatales/f_Zosteraceae/g_Zostera	Zostera	Zostera marina	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Amborellales/f_Amborellaceae/g_Amborella	Amborella	Amborella trichopoda	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Apiales/f_Apiaceae/g_Centella	Centella	Centella asiatica	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Apiales/f_Apiaceae/g_Daucus	Daucus	Daucus carota	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Apiales/f_Apiaceae/g_Thapsia	Thapsia	Thapsia garganica	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Arecales/f_Arecaceae/g_Elaeis	Elaeis	Elaeis oleifera	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Arecales/f_Arecaceae/g_Phoenix	Phoenix	Phoenix dactylifera	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Asparagales/f_Amaryllidaceae/g_Lycoris	Lycoris	Lycoris longituba	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Asparagales/f_Asparagaceae/g_Asparagus	Asparagus	Asparagus officinalis	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Asparagales/f_Asphodelaceae/g_Hemerocallis	Hemerocallis	Hemerocallis hybrid cultivar	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Asparagales/f_Orchidaceae/g_	Orchidaceae		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Asparagales/f_Orchidaceae/g_Apostasia	Apostasia	Apostasia shenzhenica	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Asparagales/f_Orchidaceae/g_Dendrobium	Dendrobium	Dendrobium catenatum	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Asterales/f_Asteraceae/g_	Asteraceae		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Asterales/f_Asteraceae/g_Ambrosia	Ambrosia	Ambrosia artemisiifolia	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Asterales/f_Asteraceae/g_Artemisia	Artemisia	Artemisia annua	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Asterales/f_Asteraceae/g_Cynara	Cynara	Cynara cardunculus	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Asterales/f_Asteraceae/g_Helianthus	Helianthus	Helianthus annuus	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Asterales/f_Asteraceae/g_Lactuca	Lactuca	Lactuca sativa	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Brassicales/f_Bataceae/g_Batis	Batis	Batis maritima	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Brassicales/f_Brassicaceae/g_	Brassicaceae		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Brassicales/f_Brassicaceae/g_Arabidopsis	Arabidopsis	Arabidopsis lyrata + Arabidopsis thaliana	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Brassicales/f_Brassicaceae/g_Arabis	Arabis	Arabis alpina	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Brassicales/f_Brassicaceae/g_Brassica	Brassica	Brassica napus + Brassica oleracea + Brassica rapa	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Brassicales/f_Brassicaceae/g_Capsella	Capsella	Capsella rubella	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Brassicales/f_Brassicaceae/g_Chorispora	Chorispora	Chorispora bungeana	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Brassicales/f_Brassicaceae/g_Eutrema	Eutrema	Eutrema salsugineum	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Brassicales/f_Brassicaceae/g_Noccaea	Noccaea	Noccaea caerulescens	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Buxales/f_Buxaceae/g_Pachysandra	Pachysandra	Pachysandra terminalis	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Caryophyllales/f_/g_	Caryophyllales		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Caryophyllales/f_Aizoaceae/g_Sesuvium	Sesuvium	Sesuvium portulacastrum	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Caryophyllales/f_Caryophyllaceae/g_Silene	Silene	Silene latifolia	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Caryophyllales/f_Chenopodiaceae/g_	Chenopodiaceae		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Caryophyllales/f_Chenopodiaceae/g_Beta	Beta	Beta vulgaris	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Caryophyllales/f_Chenopodiaceae/g_Chenopodium	Chenopodium	Chenopodium album	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Caryophyllales/f_Chenopodiaceae/g_Kali	Kali	Kali turgidum	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Caryophyllales/f_Chenopodiaceae/g_Spinacia	Spinacia	Spinacia oleracea	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Caryophyllales/f_Droseraceae/g_Dionaea	Dionaea	Dionaea muscipula	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Caryophyllales/f_Tamaricaceae/g_Tamarix	Tamarix	Tamarix hispida	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Cucurbitales/f_Cucurbitaceae/g_	Cucurbitaceae		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Cucurbitales/f_Cucurbitaceae/g_Cucumis	Cucumis	Cucumis melo + Cucumis sativus	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Dipsacales/f_Caprifoliaceae/g_Lonicera	Lonicera	Lonicera japonica	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Ericales/f_/g_	Ericales		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Ericales/f_Actinidiaceae/g_Actinidia	Actinidia	Actinidia chinensis + Actinidia deliciosa	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Ericales/f_Polemoniaceae/g_Saltugilia	Saltugilia	Saltugilia splendens	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Ericales/f_Theaceae/g_Camellia	Camellia	Camellia sinensis	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Fabales/f_Fabaceae/g_	Fabaceae		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Fabales/f_Fabaceae/g_Cajanus	Cajanus	Cajanus cajan	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Fabales/f_Fabaceae/g_Cicer	Cicer	Cicer arietinum	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Fabales/f_Fabaceae/g_Glycine	Glycine	Glycine max + Glycine soja	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Fabales/f_Fabaceae/g_Lotus	Lotus	Lotus japonicus	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Fabales/f_Fabaceae/g_Lupinus	Lupinus	Lupinus angustifolius	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Fabales/f_Fabaceae/g_Medicago	Medicago	Medicago sativa + Medicago truncatula	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Fabales/f_Fabaceae/g_Phaseolus	Phaseolus	Phaseolus vulgaris	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Fabales/f_Fabaceae/g_Trifolium	Trifolium	Trifolium pratense	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Fabales/f_Fabaceae/g_Vigna	Vigna	Vigna angularis + Vigna radiata	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Fagales/f_/g_	Fagales		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Fagales/f_Betulaceae/g_Betula	Betula	Betula luminifera + Betula pendula	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Fagales/f_Betulaceae/g_Carpinus	Carpinus	Carpinus betulus	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Fagales/f_Betulaceae/g_Corylus	Corylus	Corylus avellana + Corylus heterophylla	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Fagales/f_Fagaceae/g_	Fagaceae		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Fagales/f_Fagaceae/g_Castanea	Castanea		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Fagales/f_Fagaceae/g_Fagus	Fagus	Fagus sylvatica	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Fagales/f_Fagaceae/g_Quercus	Quercus	Quercus alba + Quercus suber	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Fagales/f_Juglandaceae/g_Juglans	Juglans	Juglans regia	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Gentianales/f_/g_	Gentianales		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Gentianales/f_Gentianaceae/g_Centaurium	Centaurium	Centaurium erythraea	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Gentianales/f_Rubiaceae/g_Coffea	Coffea	Coffea canephora	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Geraniales/f_Geraniaceae/g_Monsonia	Monsonia	Monsonia emarginata	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_/g_	Lamiales		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Bignoniaceae/g_Catalpa	Catalpa	Catalpa bungei	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Bignoniaceae/g_Handroanthus	Handroanthus	Handroanthus impetiginosus	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Gesneriaceae/g_Dorcoceras	Dorcoceras	Dorcoceras hygrometricum	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Lamiaceae/g_	Lamiaceae		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Lamiaceae/g_Mentha	Mentha	Mentha x piperita	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Lamiaceae/g_Plectranthus	Plectranthus	Plectranthus barbatus	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Lamiaceae/g_Salvia	Salvia	Salvia hispanica + Salvia miltiorrhiza	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Lamiaceae/g_Scutellaria	Scutellaria	Scutellaria baicalensis	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Lamiaceae/g_Thymus	Thymus	Thymus vulgaris	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Lentibulariaceae/g_Genlisea	Genlisea	Genlisea aurea	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Oleaceae/g_Chionanthus	Chionanthus	Chionanthus parkinsonii + Chionanthus rupicola	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Oleaceae/g_Fontanesia	Fontanesia	Fontanesia phillyreoides	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Oleaceae/g_Forestiera	Forestiera	Forestiera isabelae	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Oleaceae/g_Forsythia	Forsythia	Forsythia suspensa + Forsythia x intermedia	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Oleaceae/g_Fraxinus	Fraxinus	Fraxinus excelsior + Fraxinus mandshurica	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Oleaceae/g_Jasminum	Jasminum	Jasminum sambac	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Oleaceae/g_Noronhia	Noronhia	Noronhia lowryi	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Oleaceae/g_Olea	Olea	Olea europaea + Olea exasperata	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Oleaceae/g_Schrebera	Schrebera	Schrebera arborea	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Orobanchaceae/g_Rehmannia	Rehmannia	Rehmannia glutinosa	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Orobanchaceae/g_Triphysaria	Triphysaria	Triphysaria versicolor	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Pedaliaceae/g_Sesamum	Sesamum	Sesamum indicum	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Phrymaceae/g_Erythranthe	Erythranthe	Erythranthe guttata	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Phrymaceae/g_Lancea	Lancea	Lancea hirsuta	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Plantaginaceae/g_Plantago	Plantago	Plantago lanceolata + Plantago ovata	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Lamiales/f_Plantaginaceae/g_Scoparia	Scoparia	Scoparia dulcis	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Laurales/f_Calycanthaceae/g_Chimonanthus	Chimonanthus	Chimonanthus praecox	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Liliales/f_Liliaceae/g_Lilium	Lilium	Lilium davidii	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Malpighiales/f_/g_	Malpighiales		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Malpighiales/f_Euphorbiaceae/g_	Euphorbiaceae		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Malpighiales/f_Euphorbiaceae/g_Jatropha	Jatropha	Jatropha curcas	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Malpighiales/f_Euphorbiaceae/g_Manihot	Manihot	Manihot esculenta	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Malpighiales/f_Euphorbiaceae/g_Ricinus	Ricinus	Ricinus communis	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Malpighiales/f_Euphorbiaceae/g_Vernicia	Vernicia	Vernicia montana	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Malpighiales/f_Linaceae/g_Linum	Linum	Linum usitatissimum	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Malpighiales/f_Rhizophoraceae/g_Rhizophora	Rhizophora	Rhizophora mucronata	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Malpighiales/f_Salicaceae/g_	Salicaceae		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Malpighiales/f_Salicaceae/g_Populus	Populus	Populus alba x Populus grandidentata + Populus euphratica + Populus tomentosa + Populus tremula x Populus alba + Populus trichocarpa + Populus trichocarpa x Populus deltoides + Populus x canadensis	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Malpighiales/f_Salicaceae/g_Salix	Salix	Salix matsudana	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Malvales/f_Bixaceae/g_Bixa	Bixa	Bixa orellana	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Malvales/f_Malvaceae/g_	Malvaceae		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Malvales/f_Malvaceae/g_Corchorus	Corchorus	Corchorus capsularis + Corchorus olitorius	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Malvales/f_Malvaceae/g_Gossypium	Gossypium	Gossypium arboreum + Gossypium barbadense + Gossypium hirsutum + Gossypium raimondii	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Malvales/f_Malvaceae/g_Hibiscus	Hibiscus	Hibiscus cannabinus	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Malvales/f_Malvaceae/g_Theobroma	Theobroma	Theobroma cacao	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Malvales/f_Thymelaeaceae/g_Stellera	Stellera	Stellera chamaejasme	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Myrtales/f_/g_	Myrtales		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Myrtales/f_Lythraceae/g_Punica	Punica	Punica granatum	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Myrtales/f_Myrtaceae/g_Eucalyptus	Eucalyptus	Eucalyptus grandis	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Nymphaeales/f_Cabombaceae/g_Cabomba	Cabomba	Cabomba caroliniana	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Nymphaeales/f_Nymphaeaceae/g_Nymphaea	Nymphaea	Nymphaea colorata	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Oxalidales/f_Cephalotaceae/g_Cephalotus	Cephalotus	Cephalotus follicularis	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Poales/f_/g_	Poales		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Poales/f_Bromeliaceae/g_	Bromeliaceae		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Poales/f_Bromeliaceae/g_Ananas	Ananas	Ananas comosus	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Poales/f_Poaceae/g_	Poaceae		Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Poales/f_Poaceae/g_Aegilops	Aegilops	Aegilops tauschii	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Poales/f_Poaceae/g_Agrostis	Agrostis	Agrostis stolonifera	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Poales/f_Poaceae/g_Arundo	Arundo	Arundo donax	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Poales/f_Poaceae/g_Avena	Avena	Avena strigosa	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Poales/f_Poaceae/g_Brachiaria	Brachiaria	Brachiaria hybrid cultivar	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Poales/f_Poaceae/g_Brachypodium	Brachypodium	Brachypodium distachyon + Brachypodium sylvaticum	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Poales/f_Poaceae/g_Dactylis	Dactylis	Dactylis glomerata	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Poales/f_Poaceae/g_Dichanthelium	Dichanthelium	Dichanthelium oligosanthes	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Poales/f_Poaceae/g_Festuca	Festuca	Festuca elata	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Poales/f_Poaceae/g_Holcus	Holcus	Holcus lanatus	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Poales/f_Poaceae/g_Hordeum	Hordeum	Hordeum vulgare	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Poales/f_Poaceae/g_Leersia	Leersia	Leersia perrieri	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Poales/f_Poaceae/g_Leymus	Leymus	Leymus chinensis	Pluri- or multi-cellular	Magnoliopsida										No
Eukaryota/p_Streptophyta/c_Magnoliopsida/o_Poales/f_Poaceae/g_Lolium	Lolium	Lolium perenne	Pluri- or multi-cellular	Magnoliopsida										No
